run_id,run_dir,dataset_name,frequency,seasonal_period,pattern_len,pattern_lens,qrels_n_bins,forecast_h,seed,patterns_per_series,regime_definition,experiment,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15,comparison,approach
freqquarterly__bins2__h8__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h8__seed42__pps1__regfull,m3_quarterly,quarterly,4,24,"12,24,36",2,8,42,1,full,exp2_whole_vs_pattern,pattern_raw_cosine,151,0.5860927152317881,0.017951666511208518,0.292576833679699,0.5827814569536424,0.025551738827338834,0.2916413995543685,cosine,pattern
freqquarterly__bins2__h8__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h8__seed42__pps1__regfull,m3_quarterly,quarterly,4,24,"12,24,36",2,8,42,1,full,exp2_whole_vs_pattern,raw_dtw,151,0.6145695364238412,0.01928452099627586,0.31308495857853536,0.6039735099337747,0.02705930902287241,0.3070293891633067,dtw,whole-series
freqquarterly__bins2__h8__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h8__seed42__pps1__regfull,m3_quarterly,quarterly,4,24,"12,24,36",2,8,42,1,full,exp2_whole_vs_pattern,pattern_raw_dtw,151,0.609271523178808,0.018549727023478412,0.2974118120101634,0.61280353200883,0.026875359609074518,0.2939098936380447,dtw,pattern
freqquarterly__bins2__h8__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h8__seed42__pps1__regfull,m3_quarterly,quarterly,4,24,"12,24,36",2,8,42,1,full,exp2_whole_vs_pattern,tsfel,151,0.7086092715231788,0.024350267479438636,0.3645108276384957,0.7015452538631347,0.03499889212863067,0.36007871075111747,tsfel,whole-series
freqquarterly__bins2__h8__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h8__seed42__pps1__regfull,m3_quarterly,quarterly,4,24,"12,24,36",2,8,42,1,full,exp2_whole_vs_pattern,pattern_tsfel,151,0.7317880794701986,0.025055469266503764,0.3738641810615576,0.7333333333333334,0.03684390331627249,0.371585008025751,tsfel,pattern
freqquarterly__bins2__h8__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h8__seed42__pps1__regfull,m3_quarterly,quarterly,4,24,"12,24,36",2,8,42,1,full,exp3_retrieval_ablation,random,151,0.533112582781457,0.014130500235490135,0.23870244389858708,0.5368653421633554,0.020279827531358426,0.23558798850505508,,random
freqquarterly__bins2__h8__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h8__seed42__pps1__regfull,m3_quarterly,quarterly,4,24,"12,24,36",2,8,42,1,full,exp3_retrieval_ablation,pattern_tsfel,151,0.7317880794701986,0.025055469266503764,0.3738641810615576,0.7333333333333334,0.03684390331627249,0.371585008025751,,best_content_baseline
freqquarterly__bins2__h8__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h8__seed42__pps1__regfull,m3_quarterly,quarterly,4,12,"12,24,36",2,8,42,1,full,exp4_pattern_length_sensitivity,pattern_tsfel,151,0.7278145695364239,0.025402024582278186,0.38498745226249936,0.7280353200883003,0.03701498298217101,0.37816653756799307,,
freqquarterly__bins2__h8__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h8__seed42__pps1__regfull,m3_quarterly,quarterly,4,12,"12,24,36",2,8,42,1,full,exp4_pattern_length_sensitivity,pattern_raw_cosine,151,0.6198675496688743,0.018840776832966213,0.3105845275085068,0.6163355408388521,0.027094381682926865,0.30249594020190707,,
freqquarterly__bins2__h8__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h8__seed42__pps1__regfull,m3_quarterly,quarterly,4,12,"12,24,36",2,8,42,1,full,exp4_pattern_length_sensitivity,pattern_raw_dtw,151,0.5900662251655628,0.017872551756703863,0.30269703306949364,0.6048565121412803,0.026261484618380012,0.3020081101560556,,
freqquarterly__bins2__h8__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h8__seed42__pps1__regfull,m3_quarterly,quarterly,4,24,"12,24,36",2,8,42,1,full,exp4_pattern_length_sensitivity,pattern_tsfel,151,0.7317880794701986,0.025055469266503764,0.3738641810615576,0.7333333333333334,0.03684390331627249,0.371585008025751,,
freqquarterly__bins2__h8__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h8__seed42__pps1__regfull,m3_quarterly,quarterly,4,24,"12,24,36",2,8,42,1,full,exp4_pattern_length_sensitivity,pattern_raw_dtw,151,0.609271523178808,0.018549727023478412,0.2974118120101634,0.61280353200883,0.026875359609074518,0.2939098936380447,,
freqquarterly__bins2__h8__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h8__seed42__pps1__regfull,m3_quarterly,quarterly,4,24,"12,24,36",2,8,42,1,full,exp4_pattern_length_sensitivity,pattern_raw_cosine,151,0.5860927152317881,0.017951666511208518,0.292576833679699,0.5827814569536424,0.025551738827338834,0.2916413995543685,,
