run_id,run_dir,dataset_name,frequency,seasonal_period,pattern_len,pattern_lens,qrels_n_bins,forecast_h,seed,patterns_per_series,regime_definition,scope,error_regime,best_model,disagreement_regime,n
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,,"12,24,36",2,4,42,1,full,whole_series,bin_0,LGBM,bin_1,12
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,,"12,24,36",2,4,42,1,full,whole_series,bin_0,XGB,bin_0,39
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,,"12,24,36",2,4,42,1,full,whole_series,bin_0,XGB,bin_1,7
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,,"12,24,36",2,4,42,1,full,whole_series,bin_1,AutoARIMA,bin_0,29
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,,"12,24,36",2,4,42,1,full,whole_series,bin_1,AutoARIMA,bin_1,106
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,,"12,24,36",2,4,42,1,full,whole_series,bin_1,AutoETS,bin_0,36
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,,"12,24,36",2,4,42,1,full,whole_series,bin_1,AutoETS,bin_1,118
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,,"12,24,36",2,4,42,1,full,whole_series,bin_1,LGBM,bin_0,18
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,,"12,24,36",2,4,42,1,full,whole_series,bin_1,LGBM,bin_1,27
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,,"12,24,36",2,4,42,1,full,whole_series,bin_1,XGB,bin_0,16
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,,"12,24,36",2,4,42,1,full,whole_series,bin_1,XGB,bin_1,31
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,24.0,"12,24,36",2,4,42,1,full,pattern_main,bin_0,AutoARIMA,bin_0,72
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,24.0,"12,24,36",2,4,42,1,full,pattern_main,bin_0,AutoARIMA,bin_1,30
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,24.0,"12,24,36",2,4,42,1,full,pattern_main,bin_0,AutoETS,bin_0,94
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,24.0,"12,24,36",2,4,42,1,full,pattern_main,bin_0,AutoETS,bin_1,48
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,24.0,"12,24,36",2,4,42,1,full,pattern_main,bin_0,LGBM,bin_0,52
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,24.0,"12,24,36",2,4,42,1,full,pattern_main,bin_0,LGBM,bin_1,10
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,24.0,"12,24,36",2,4,42,1,full,pattern_main,bin_0,XGB,bin_0,50
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,24.0,"12,24,36",2,4,42,1,full,pattern_main,bin_0,XGB,bin_1,22
