run_id,run_dir,dataset_name,frequency,seasonal_period,pattern_len,pattern_lens,qrels_n_bins,forecast_h,seed,patterns_per_series,regime_definition,task,system,metric,n_queries,mean,std,ci95_low,ci95_high,mean_p@10,mean_ap@10,mean_ndcg@15,mean_p@15,mean_ap@15
freqmonthly__bins2__h12__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h12__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,12,42,1,full,task2,pattern_tsfel,ndcg@10,285,0.3909344393064139,0.1771504734922034,0.3699197344918745,0.4113413275848135,0.8024561403508772,0.0154290771162538,0.3871760037750935,0.7976608187134503,0.0226033030845451
freqmonthly__bins2__h12__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h12__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,12,42,1,full,task2,random,ndcg@10,285,0.2321848317231418,0.1060082178217753,0.2196172595214692,0.244360102926874,0.5617543859649122,0.0080580754707095,0.2342825741457929,0.5614035087719298,0.0115745707125816
freqmonthly__bins2__h12__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h12__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,12,42,1,full,task1,random,ndcg@15,285,0.2599854508982259,0.0974736065782851,0.2486378563475908,0.2714737595664829,0.5940350877192982,0.0086889486231188,0.2599854508982259,0.5869005847953216,0.0123163760999295
freqmonthly__bins2__h12__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h12__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,12,42,1,full,task1,raw_cosine,ndcg@15,285,0.3339272671711947,0.1646376751573713,0.3148320223486303,0.3527080582225301,0.6863157894736841,0.0118184268491055,0.3339272671711947,0.6685380116959063,0.0167161441753515
freqmonthly__bins2__h12__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h12__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,12,42,1,full,task1,raw_dtw,ndcg@15,285,0.3363640772509716,0.1519758842878702,0.3197188158999979,0.3546452371420438,0.6884210526315789,0.0117101161427352,0.3363640772509716,0.68046783625731,0.0167157056228502
freqmonthly__bins2__h12__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h12__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,12,42,1,full,task1,raw_dtw+tsfel,ndcg@15,285,0.4200559779683935,0.1685004754257781,0.4015811317207785,0.4381966762066641,0.8122807017543859,0.014944608140311,0.4200559779683935,0.7976608187134503,0.0216465589061204
freqmonthly__bins2__h12__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h12__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,12,42,1,full,task1,tsfel,ndcg@15,285,0.4245660186339843,0.1633738950134556,0.4059384709806127,0.4438040380799479,0.8189473684210525,0.0151807164260581,0.4245660186339843,0.8084210526315788,0.0220999178691009
freqmonthly__bins2__h12__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h12__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,12,42,1,full,task2,pattern_raw_cosine,ndcg@15,285,0.3157419973544033,0.164887792813272,0.2952946185838668,0.3358339200895908,0.6845614035087719,0.0120635335354001,0.3157419973544033,0.6769590643274854,0.0174089791152553
freqmonthly__bins2__h12__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h12__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,12,42,1,full,task2,pattern_raw_cosine+pattern_tsfel,ndcg@15,285,0.3855634387554954,0.167436854904117,0.3662940655100958,0.4042405736499596,0.7978947368421053,0.015252781791072,0.3855634387554954,0.7948538011695906,0.0224233596525747
freqmonthly__bins2__h12__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h12__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,12,42,1,full,task2,pattern_raw_dtw,ndcg@15,285,0.3182162468371152,0.1648390857749071,0.2985374860611413,0.3372625039169732,0.6870175438596492,0.0121141361855165,0.3182162468371152,0.6814035087719298,0.0174889492848112
